Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Alameda County,2009,Annual,764600,682800,81800,10.7,N,Final
County,Alameda County,2008,Annual,756800,709600,47200,6.2,N,Final
County,Alameda County,2007,Annual,746200,711500,34700,4.7,N,Final
County,Alameda County,2006,Annual,735000,702400,32600,4.4,N,Final
County,Alameda County,2018,Annual,841500,815700,25800,3.1,N,Final
County,Alameda County,2017,Annual,838700,807700,31000,3.7,N,Final
County,Alameda County,2016,Annual,831800,796000,35800,4.3,N,Final
County,Alameda County,2015,Annual,819000,779900,39100,4.8,N,Final
County,Alameda County,2014,Annual,806300,758800,47500,5.9,N,Final
County,Alameda County,2013,Annual,799800,741200,58600,7.3,N,Final
County,Alameda County,2012,Annual,796500,726100,70300,8.8,N,Final
County,Alameda County,2011,Annual,785100,704600,80500,10.3,N,Final
County,Alameda County,2010,Annual,782700,695300,87300,11.2,N,Final
County,Alameda County,2005,Annual,734400,697000,37400,5.1,N,Final
County,Alameda County,2004,Annual,741400,697900,43600,5.9,N,Final
County,Alameda County,2003,Annual,754400,702200,52200,6.9,N,Final
County,Alameda County,2002,Annual,771400,719200,52100,6.8,N,Final
County,Alameda County,2001,Annual,776400,739000,37400,4.8,N,Final
County,Alameda County,2000,Annual,768700,741300,27400,3.6,N,Final
County,Alameda County,1999,Annual,715700,690600,25100,3.5,N,Final
County,Alameda County,1998,Annual,704100,674900,29200,4.1,N,Final
County,Alameda County,1997,Annual,693400,662300,31100,4.5,N,Final
County,Alameda County,1996,Annual,676500,641800,34700,5.1,N,Final
County,Alameda County,1995,Annual,677300,638500,38800,5.7,N,Final
County,Alameda County,1994,Annual,679900,637700,42200,6.2,N,Final
County,Alameda County,1993,Annual,677600,632200,45400,6.7,N,Final
County,Alameda County,1992,Annual,676800,632100,44700,6.6,N,Final
County,Alameda County,1991,Annual,673300,636300,37000,5.5,N,Final
County,Alameda County,1990,Annual,677200,649800,27400,4,N,Final
County,Alameda County,2020,Annual,813800,742400,71400,8.8,N,Final
County,Alameda County,2019,Annual,841100,815900,25200,3,N,Final
County,Alpine County,1990,Annual,380,340,40,9.6,N,Final
County,Alpine County,1991,Annual,360,310,50,13.4,N,Final
County,Alpine County,1992,Annual,350,290,60,16.7,N,Final
County,Alpine County,1993,Annual,360,310,50,13.1,N,Final
County,Alpine County,1994,Annual,450,400,50,10.3,N,Final
County,Alpine County,1995,Annual,480,430,50,10.5,N,Final
County,Alpine County,1996,Annual,490,440,50,10.1,N,Final
County,Alpine County,1997,Annual,500,450,50,9.5,N,Final
County,Alpine County,1998,Annual,480,440,50,9.7,N,Final
County,Alpine County,1999,Annual,490,450,50,9.3,N,Final
County,Alpine County,2000,Annual,560,520,30,6.3,N,Final
County,Alpine County,2001,Annual,570,530,40,7.3,N,Final
County,Alpine County,2002,Annual,560,520,40,7.6,N,Final
County,Alpine County,2003,Annual,560,510,50,8.5,N,Final
County,Alpine County,2004,Annual,530,490,40,8.1,N,Final
County,Alpine County,2005,Annual,530,480,40,8,N,Final
County,Alpine County,2010,Annual,540,470,70,13.1,N,Final
County,Alpine County,2011,Annual,590,520,80,12.9,N,Final
County,Alpine County,2012,Annual,540,480,60,11.2,N,Final
County,Alpine County,2013,Annual,520,470,50,9.8,N,Final
County,Alpine County,2014,Annual,510,470,40,8.3,N,Final
County,Alpine County,2015,Annual,550,510,40,7.3,N,Final
County,Alpine County,2016,Annual,550,520,40,6.5,N,Final
County,Alpine County,2017,Annual,550,510,30,6.2,N,Final
County,Alpine County,2018,Annual,550,520,30,4.6,N,Final
County,Alpine County,2006,Annual,480,450,30,6.4,N,Final
County,Alpine County,2007,Annual,490,460,40,7.9,N,Final
County,Alpine County,2008,Annual,470,420,50,10.5,N,Final
County,Alpine County,2009,Annual,450,380,70,14.7,N,Final
County,Alpine County,2019,Annual,540,510,30,5.2,N,Final
County,Alpine County,2020,Annual,520,460,60,11.2,N,Final
County,Amador County,2009,Annual,17910,15780,2130,11.9,N,Final
County,Amador County,2008,Annual,17810,16430,1370,7.7,N,Final
County,Amador County,2007,Annual,17730,16710,1020,5.7,N,Final
County,Amador County,2006,Annual,17260,16340,920,5.3,N,Final
County,Amador County,2018,Annual,14670,14070,600,4.1,N,Final
County,Amador County,2017,Annual,14700,13970,740,5,N,Final
County,Amador County,2016,Annual,14530,13660,870,6,N,Final
County,Amador County,2015,Annual,14320,13370,950,6.6,N,Final
County,Amador County,2014,Annual,14320,13120,1200,8.4,N,Final
County,Amador County,2013,Annual,14400,12900,1500,10.4,N,Final
County,Amador County,2012,Annual,14650,12820,1820,12.5,N,Final
County,Amador County,2011,Annual,15080,12990,2090,13.8,N,Final
County,Amador County,2010,Annual,15520,13290,2230,14.4,N,Final
County,Amador County,2005,Annual,17200,16240,960,5.6,N,Final
County,Amador County,2004,Annual,16900,15920,980,5.8,N,Final
County,Amador County,2003,Annual,16390,15370,1020,6.2,N,Final
County,Amador County,2002,Annual,16510,15550,960,5.8,N,Final
County,Amador County,2001,Annual,16110,15290,820,5.1,N,Final
County,Amador County,2000,Annual,15260,14480,780,5.1,N,Final
County,Amador County,1999,Annual,13550,12920,630,4.7,N,Final
County,Amador County,1998,Annual,13320,12590,730,5.5,N,Final
County,Amador County,1997,Annual,13190,12380,810,6.2,N,Final
County,Amador County,1996,Annual,13200,12300,900,6.8,N,Final
County,Amador County,1995,Annual,13090,12050,1040,8,N,Final
County,Amador County,1994,Annual,12740,11690,1050,8.2,N,Final
County,Amador County,1993,Annual,12820,11630,1200,9.3,N,Final
County,Amador County,1992,Annual,12710,11530,1170,9.2,N,Final
County,Amador County,1991,Annual,12010,11170,840,7,N,Final
County,Amador County,1990,Annual,11450,10860,590,5.2,N,Final
County,Amador County,2020,Annual,14420,13110,1320,9.1,N,Final
County,Amador County,2019,Annual,14800,14220,580,3.9,N,Final
County,Butte County,1990,Annual,78800,72200,6600,8.4,N,Final
County,Butte County,1991,Annual,79500,71600,7900,9.9,N,Final
County,Butte County,1992,Annual,82000,72200,9700,11.9,N,Final
County,Butte County,1993,Annual,82500,72600,9900,12,N,Final
County,Butte County,1994,Annual,82900,74300,8600,10.4,N,Final
County,Butte County,1995,Annual,82300,74100,8200,9.9,N,Final
County,Butte County,1996,Annual,82500,74900,7600,9.2,N,Final
County,Butte County,1997,Annual,83900,76600,7300,8.7,N,Final
County,Butte County,1998,Annual,85200,78000,7100,8.4,N,Final
County,Butte County,1999,Annual,85700,79800,5900,6.9,N,Final
County,Butte County,2000,Annual,93100,87400,5700,6.1,N,Final
County,Butte County,2001,Annual,95000,88700,6300,6.6,N,Final
County,Butte County,2002,Annual,97100,89900,7200,7.5,N,Final
County,Butte County,2003,Annual,98300,90800,7500,7.7,N,Final
County,Butte County,2004,Annual,97400,90200,7200,7.4,N,Final
County,Butte County,2005,Annual,98300,91700,6600,6.7,N,Final
County,Butte County,2010,Annual,102700,88100,14600,14.2,N,Final
County,Butte County,2011,Annual,100500,86500,14000,13.9,N,Final
County,Butte County,2012,Annual,100800,88400,12400,12.3,N,Final
County,Butte County,2013,Annual,101400,90800,10600,10.4,N,Final
County,Butte County,2014,Annual,101100,92200,8800,8.7,N,Final
County,Butte County,2015,Annual,101100,93800,7300,7.2,N,Final
County,Butte County,2016,Annual,101600,94900,6700,6.6,N,Final
County,Butte County,2017,Annual,102100,96100,5900,5.8,N,Final
County,Butte County,2018,Annual,101800,96600,5200,5.1,N,Final
County,Butte County,2006,Annual,99900,93700,6200,6.2,N,Final
County,Butte County,2007,Annual,101300,94700,6700,6.6,N,Final
County,Butte County,2008,Annual,102900,94100,8700,8.5,N,Final
County,Butte County,2009,Annual,104300,91000,13300,12.8,N,Final
County,Butte County,2019,Annual,97900,92900,5100,5.2,N,Final
County,Butte County,2020,Annual,92600,84100,8500,9.2,N,Final
County,Calaveras County,2009,Annual,20460,17560,2900,14.2,N,Final
County,Calaveras County,2008,Annual,20630,18840,1800,8.7,N,Final
County,Calaveras County,2007,Annual,20750,19430,1320,6.4,N,Final
County,Calaveras County,2006,Annual,20630,19420,1210,5.8,N,Final
County,Calaveras County,2018,Annual,21160,20310,860,4.1,N,Final
County,Calaveras County,2017,Annual,21030,20030,1000,4.8,N,Final
County,Calaveras County,2016,Annual,20800,19610,1180,5.7,N,Final
County,Calaveras County,2015,Annual,20550,19230,1320,6.4,N,Final
County,Calaveras County,2014,Annual,20210,18570,1640,8.1,N,Final
County,Calaveras County,2013,Annual,20190,18160,2030,10.1,N,Final
County,Calaveras County,2012,Annual,20170,17630,2530,12.6,N,Final
County,Calaveras County,2011,Annual,20650,17700,2950,14.3,N,Final
County,Calaveras County,2010,Annual,21050,17930,3110,14.8,N,Final
County,Calaveras County,2005,Annual,20530,19250,1280,6.2,N,Final
County,Calaveras County,2004,Annual,19950,18600,1360,6.8,N,Final
County,Calaveras County,2003,Annual,19860,18380,1480,7.5,N,Final
County,Calaveras County,2002,Annual,19680,18390,1290,6.6,N,Final
County,Calaveras County,2001,Annual,18990,17950,1040,5.5,N,Final
County,Calaveras County,2000,Annual,18130,17130,1000,5.5,N,Final
County,Calaveras County,1999,Annual,14500,13480,1020,7,N,Final
County,Calaveras County,1998,Annual,14140,12890,1250,8.8,N,Final
County,Calaveras County,1997,Annual,14040,12760,1280,9.1,N,Final
County,Calaveras County,1996,Annual,14040,12720,1330,9.4,N,Final
County,Calaveras County,1995,Annual,14110,12560,1560,11,N,Final
County,Calaveras County,1994,Annual,14650,12990,1660,11.3,N,Final
County,Calaveras County,1993,Annual,14950,13130,1820,12.2,N,Final
County,Calaveras County,1992,Annual,15030,13210,1810,12.1,N,Final
County,Calaveras County,1991,Annual,14000,12680,1310,9.4,N,Final
County,Calaveras County,1990,Annual,13440,12530,910,6.8,N,Final
County,Calaveras County,2020,Annual,21210,19590,1620,7.6,N,Final
County,Calaveras County,2019,Annual,21310,20480,830,3.9,N,Final
County,Colusa County,1990,Annual,8000,6860,1140,14.2,N,Final
County,Colusa County,1991,Annual,8120,6650,1470,18.1,N,Final
County,Colusa County,1992,Annual,8230,6440,1780,21.7,N,Final
County,Colusa County,1993,Annual,8480,6630,1840,21.7,N,Final
County,Colusa County,1994,Annual,8210,6630,1580,19.2,N,Final
County,Colusa County,1995,Annual,8560,6880,1690,19.7,N,Final
County,Colusa County,1996,Annual,8590,6870,1720,20.1,N,Final
County,Colusa County,1997,Annual,9100,7370,1720,19,N,Final
County,Colusa County,1998,Annual,8840,7060,1780,20.1,N,Final
County,Colusa County,1999,Annual,8740,7340,1400,16,N,Final
County,Colusa County,2000,Annual,9250,8190,1060,11.4,N,Final
County,Colusa County,2001,Annual,9110,7940,1170,12.9,N,Final
County,Colusa County,2002,Annual,9410,8090,1310,13.9,N,Final
County,Colusa County,2003,Annual,9450,8080,1370,14.5,N,Final
County,Colusa County,2004,Annual,9510,8210,1300,13.7,N,Final
County,Colusa County,2005,Annual,9880,8630,1250,12.7,N,Final
County,Colusa County,2010,Annual,11560,9090,2460,21.3,N,Final
County,Colusa County,2011,Annual,11380,8920,2460,21.6,N,Final
County,Colusa County,2012,Annual,11270,8900,2370,21,N,Final
County,Colusa County,2013,Annual,11270,9110,2150,19.1,N,Final
County,Colusa County,2014,Annual,11080,9130,1950,17.6,N,Final
County,Colusa County,2015,Annual,11050,9340,1710,15.5,N,Final
County,Colusa County,2016,Annual,10910,9210,1700,15.6,N,Final
County,Colusa County,2017,Annual,10820,9270,1550,14.3,N,Final
County,Colusa County,2018,Annual,10850,9410,1440,13.3,N,Final
County,Colusa County,2006,Annual,9930,8720,1210,12.2,N,Final
County,Colusa County,2007,Annual,10220,9030,1190,11.6,N,Final
County,Colusa County,2008,Annual,10500,9050,1460,13.9,N,Final
County,Colusa County,2009,Annual,11610,9490,2120,18.3,N,Final
County,Colusa County,2019,Annual,10980,9550,1430,13,N,Final
County,Colusa County,2020,Annual,10500,8820,1680,16,N,Final
County,Contra Costa County,2009,Annual,527200,472500,54700,10.4,N,Final
County,Contra Costa County,2008,Annual,524000,491300,32700,6.2,N,Final
County,Contra Costa County,2007,Annual,515000,491200,23900,4.6,N,Final
County,Contra Costa County,2006,Annual,511200,489400,21900,4.3,N,Final
County,Contra Costa County,2018,Annual,560300,542200,18100,3.2,N,Final
County,Contra Costa County,2017,Annual,558200,536700,21600,3.9,N,Final
County,Contra Costa County,2016,Annual,553200,528400,24800,4.5,N,Final
County,Contra Costa County,2015,Annual,544600,517000,27600,5.1,N,Final
County,Contra Costa County,2014,Annual,538500,504800,33600,6.2,N,Final
County,Contra Costa County,2013,Annual,536000,495300,40700,7.6,N,Final
County,Contra Costa County,2012,Annual,534500,485900,48600,9.1,N,Final
County,Contra Costa County,2011,Annual,528500,473100,55400,10.5,N,Final
County,Contra Costa County,2010,Annual,525700,466700,59000,11.2,N,Final
County,Contra Costa County,2005,Annual,510000,485300,24600,4.8,N,Final
County,Contra Costa County,2004,Annual,507600,480000,27600,5.4,N,Final
County,Contra Costa County,2003,Annual,508400,477100,31300,6.2,N,Final
County,Contra Costa County,2002,Annual,510800,481400,29400,5.8,N,Final
County,Contra Costa County,2001,Annual,507400,486700,20700,4.1,N,Final
County,Contra Costa County,2000,Annual,500700,483200,17500,3.5,N,Final
County,Contra Costa County,1999,Annual,487300,472300,15000,3.1,N,Final
County,Contra Costa County,1998,Annual,477400,460100,17300,3.6,N,Final
County,Contra Costa County,1997,Annual,469200,449400,19800,4.2,N,Final
County,Contra Costa County,1996,Annual,456600,433500,23100,5,N,Final
County,Contra Costa County,1995,Annual,452900,427100,25800,5.7,N,Final
County,Contra Costa County,1994,Annual,451900,423600,28300,6.3,N,Final
County,Contra Costa County,1993,Annual,442100,412800,29400,6.6,N,Final
County,Contra Costa County,1992,Annual,441900,412700,29200,6.6,N,Final
County,Contra Costa County,1991,Annual,435500,411400,24100,5.5,N,Final
County,Contra Costa County,1990,Annual,435200,417800,17400,4,N,Final
County,Contra Costa County,2020,Annual,541300,493200,48000,8.9,N,Final
County,Contra Costa County,2019,Annual,559700,542100,17600,3.1,N,Final
County,Del Norte County,1990,Annual,9610,8450,1150,12,N,Final
County,Del Norte County,1991,Annual,9800,8590,1210,12.3,N,Final
County,Del Norte County,1992,Annual,9850,8320,1530,15.5,N,Final
County,Del Norte County,1993,Annual,9750,8370,1390,14.2,N,Final
County,Del Norte County,1994,Annual,10040,8820,1230,12.2,N,Final
County,Del Norte County,1995,Annual,10090,8850,1240,12.3,N,Final
County,Del Norte County,1996,Annual,10140,9080,1070,10.5,N,Final
County,Del Norte County,1997,Annual,10160,9120,1040,10.2,N,Final
County,Del Norte County,1998,Annual,9970,8940,1030,10.3,N,Final
County,Del Norte County,1999,Annual,9890,9090,800,8.1,N,Final
County,Del Norte County,2000,Annual,10230,9480,750,7.3,N,Final
County,Del Norte County,2001,Annual,10200,9380,820,8.1,N,Final
County,Del Norte County,2002,Annual,10220,9320,900,8.8,N,Final
County,Del Norte County,2003,Annual,10320,9430,890,8.6,N,Final
County,Del Norte County,2004,Annual,10620,9770,860,8.1,N,Final
County,Del Norte County,2005,Annual,10740,9940,790,7.4,N,Final
County,Del Norte County,2010,Annual,10940,9460,1480,13.5,N,Final
County,Del Norte County,2011,Annual,10880,9410,1470,13.5,N,Final
County,Del Norte County,2012,Annual,10480,9040,1440,13.7,N,Final
County,Del Norte County,2013,Annual,10300,9060,1230,12,N,Final
County,Del Norte County,2014,Annual,9920,8900,1010,10.2,N,Final
County,Del Norte County,2015,Annual,9860,9010,850,8.6,N,Final
County,Del Norte County,2016,Annual,9760,9020,740,7.5,N,Final
County,Del Norte County,2017,Annual,9700,9070,630,6.5,N,Final
County,Del Norte County,2018,Annual,9710,9150,560,5.8,N,Final
County,Del Norte County,2006,Annual,10810,10070,740,6.8,N,Final
County,Del Norte County,2007,Annual,11040,10220,820,7.4,N,Final
County,Del Norte County,2008,Annual,11370,10360,1010,8.8,N,Final
County,Del Norte County,2009,Annual,11740,10300,1440,12.3,N,Final
County,Del Norte County,2019,Annual,9620,9050,560,5.9,N,Final
County,Del Norte County,2020,Annual,9350,8470,880,9.5,N,Final
County,El Dorado County,2009,Annual,92100,81700,10400,11.3,N,Final
County,El Dorado County,2008,Annual,90600,84300,6400,7,N,Final
County,El Dorado County,2007,Annual,90500,85900,4600,5.1,N,Final
County,El Dorado County,2006,Annual,91700,87500,4200,4.6,N,Final
County,El Dorado County,2018,Annual,91000,87700,3300,3.7,N,Final
County,El Dorado County,2017,Annual,89800,85800,3900,4.4,N,Final
County,El Dorado County,2016,Annual,88800,84200,4600,5.2,N,Final
County,El Dorado County,2015,Annual,87900,82800,5100,5.7,N,Final
County,El Dorado County,2014,Annual,87700,81500,6200,7.1,N,Final
County,El Dorado County,2013,Annual,88300,80700,7600,8.6,N,Final
County,El Dorado County,2012,Annual,88900,79600,9200,10.4,N,Final
County,El Dorado County,2011,Annual,89600,78900,10700,11.9,N,Final
County,El Dorado County,2010,Annual,91200,79800,11400,12.5,N,Final
County,El Dorado County,2005,Annual,91100,86700,4300,4.8,N,Final
County,El Dorado County,2004,Annual,88800,84100,4700,5.3,N,Final
County,El Dorado County,2003,Annual,87500,82500,4900,5.6,N,Final
County,El Dorado County,2002,Annual,86100,81600,4500,5.3,N,Final
County,El Dorado County,2001,Annual,83800,80200,3600,4.3,N,Final
County,El Dorado County,2000,Annual,82100,78800,3400,4.1,N,Final
County,El Dorado County,1999,Annual,79400,76300,3100,3.9,N,Final
County,El Dorado County,1998,Annual,77000,73200,3800,5,N,Final
County,El Dorado County,1997,Annual,75700,71500,4200,5.5,N,Final
County,El Dorado County,1996,Annual,73800,69000,4700,6.4,N,Final
County,El Dorado County,1995,Annual,72200,67300,5000,6.9,N,Final
County,El Dorado County,1994,Annual,70500,65400,5100,7.3,N,Final
County,El Dorado County,1993,Annual,67400,61500,5900,8.7,N,Final
County,El Dorado County,1992,Annual,67200,61500,5700,8.6,N,Final
County,El Dorado County,1991,Annual,65700,61300,4400,6.7,N,Final
County,El Dorado County,1990,Annual,63800,61000,2800,4.5,N,Final
County,El Dorado County,2020,Annual,90800,83300,7500,8.3,N,Final
County,El Dorado County,2019,Annual,92100,88800,3300,3.6,N,Final
County,Fresno County,1990,Annual,328500,290400,38100,11.6,N,Final
County,Fresno County,1991,Annual,337900,292100,45800,13.5,N,Final
County,Fresno County,1992,Annual,352700,297600,55100,15.6,N,Final
County,Fresno County,1993,Annual,361700,305600,56100,15.5,N,Final
County,Fresno County,1994,Annual,356600,305200,51400,14.4,N,Final
County,Fresno County,1995,Annual,370500,318500,52000,14,N,Final
County,Fresno County,1996,Annual,369300,319700,49700,13.4,N,Final
County,Fresno County,1997,Annual,372100,321700,50500,13.6,N,Final
County,Fresno County,1998,Annual,376500,322800,53700,14.3,N,Final
County,Fresno County,1999,Annual,378500,327000,51500,13.6,N,Final
County,Fresno County,2000,Annual,387800,347900,39900,10.3,N,Final
County,Fresno County,2001,Annual,388900,347200,41700,10.7,N,Final
County,Fresno County,2002,Annual,401400,354800,46600,11.6,N,Final
County,Fresno County,2003,Annual,404100,356200,47800,11.8,N,Final
County,Fresno County,2004,Annual,404300,362000,42200,10.4,N,Final
County,Fresno County,2005,Annual,407200,370700,36500,9,N,Final
County,Fresno County,2010,Annual,440600,365300,75300,17.1,N,Final
County,Fresno County,2011,Annual,443300,368800,74500,16.8,N,Final
County,Fresno County,2012,Annual,439500,372000,67500,15.4,N,Final
County,Fresno County,2013,Annual,436600,378000,58600,13.4,N,Final
County,Fresno County,2014,Annual,437600,386400,51300,11.7,N,Final
County,Fresno County,2015,Annual,440300,395200,45100,10.3,N,Final
County,Fresno County,2016,Annual,444700,402400,42400,9.5,N,Final
County,Fresno County,2017,Annual,444800,406500,38200,8.6,N,Final
County,Fresno County,2018,Annual,446300,412300,33900,7.6,N,Final
County,Fresno County,2006,Annual,411100,378200,32900,8,N,Final
County,Fresno County,2007,Annual,419000,383500,35400,8.5,N,Final
County,Fresno County,2008,Annual,429900,384400,45500,10.6,N,Final
County,Fresno County,2009,Annual,437000,370300,66700,15.3,N,Final
County,Fresno County,2019,Annual,450500,417300,33200,7.4,N,Final
County,Fresno County,2020,Annual,445500,395300,50300,11.3,N,Final
County,Glenn County,2009,Annual,12660,10800,1860,14.7,N,Final
County,Glenn County,2008,Annual,12190,10910,1280,10.5,N,Final
County,Glenn County,2007,Annual,11990,10940,1040,8.7,N,Final
County,Glenn County,2006,Annual,11630,10700,930,8,N,Final
County,Glenn County,2018,Annual,12770,11920,840,6.6,N,Final
County,Glenn County,2017,Annual,12810,11850,960,7.5,N,Final
County,Glenn County,2016,Annual,12950,11870,1080,8.4,N,Final
County,Glenn County,2015,Annual,12960,11830,1140,8.8,N,Final
County,Glenn County,2014,Annual,12780,11400,1380,10.8,N,Final
County,Glenn County,2013,Annual,12950,11360,1590,12.2,N,Final
County,Glenn County,2012,Annual,13130,11240,1890,14.4,N,Final
County,Glenn County,2011,Annual,13160,11080,2080,15.8,N,Final
County,Glenn County,2010,Annual,13240,11150,2090,15.8,N,Final
County,Glenn County,2005,Annual,11540,10570,970,8.4,N,Final
County,Glenn County,2004,Annual,11450,10380,1070,9.3,N,Final
County,Glenn County,2003,Annual,11130,9980,1150,10.3,N,Final
County,Glenn County,2002,Annual,11220,10130,1090,9.7,N,Final
County,Glenn County,2001,Annual,11210,10220,990,8.8,N,Final
County,Glenn County,2000,Annual,11280,10330,940,8.4,N,Final
County,Glenn County,1999,Annual,10410,9230,1180,11.3,N,Final
County,Glenn County,1998,Annual,10500,9090,1410,13.4,N,Final
County,Glenn County,1997,Annual,10960,9480,1480,13.5,N,Final
County,Glenn County,1996,Annual,11370,9620,1750,15.4,N,Final
County,Glenn County,1995,Annual,11480,9690,1790,15.5,N,Final
County,Glenn County,1994,Annual,11530,9660,1870,16.3,N,Final
County,Glenn County,1993,Annual,11360,9380,1970,17.4,N,Final
County,Glenn County,1992,Annual,11400,9230,2170,19,N,Final
County,Glenn County,1991,Annual,11120,9350,1770,15.9,N,Final
County,Glenn County,1990,Annual,11250,9840,1400,12.4,N,Final
County,Glenn County,2020,Annual,12570,11450,1110,8.9,N,Final
County,Glenn County,2019,Annual,12990,12170,810,6.2,N,Final
County,Humboldt County,1990,Annual,56200,51800,4400,7.9,N,Final
County,Humboldt County,1991,Annual,56800,51800,5000,8.9,N,Final
County,Humboldt County,1992,Annual,58900,53000,5900,10.1,N,Final
County,Humboldt County,1993,Annual,59600,53700,5900,9.9,N,Final
County,Humboldt County,1994,Annual,59900,54700,5200,8.7,N,Final
County,Humboldt County,1995,Annual,59800,54800,5000,8.3,N,Final
County,Humboldt County,1996,Annual,59900,55200,4600,7.8,N,Final
County,Humboldt County,1997,Annual,60400,55900,4500,7.4,N,Final
County,Humboldt County,1998,Annual,60700,56300,4400,7.2,N,Final
County,Humboldt County,1999,Annual,59900,56000,3900,6.5,N,Final
County,Humboldt County,2000,Annual,60100,56600,3400,5.7,N,Final
County,Humboldt County,2001,Annual,60300,56700,3600,6,N,Final
County,Humboldt County,2002,Annual,60700,56600,4100,6.8,N,Final
County,Humboldt County,2003,Annual,60600,56400,4200,6.9,N,Final
County,Humboldt County,2004,Annual,60400,56500,3900,6.5,N,Final
County,Humboldt County,2005,Annual,59500,55900,3600,6.1,N,Final
County,Humboldt County,2010,Annual,66100,58900,7100,10.8,N,Final
County,Humboldt County,2011,Annual,65000,58000,7000,10.7,N,Final
County,Humboldt County,2012,Annual,64100,57900,6200,9.7,N,Final
County,Humboldt County,2013,Annual,62800,57700,5200,8.2,N,Final
County,Humboldt County,2014,Annual,62200,58000,4200,6.7,N,Final
County,Humboldt County,2015,Annual,62300,58800,3500,5.6,N,Final
County,Humboldt County,2016,Annual,62400,59300,3100,4.9,N,Final
County,Humboldt County,2017,Annual,62500,59900,2600,4.2,N,Final
County,Humboldt County,2018,Annual,62500,60300,2300,3.6,N,Final
County,Humboldt County,2006,Annual,59500,56200,3300,5.5,N,Final
County,Humboldt County,2007,Annual,59400,55900,3500,5.9,N,Final
County,Humboldt County,2008,Annual,60000,55600,4400,7.3,N,Final
County,Humboldt County,2009,Annual,61100,54300,6800,11.1,N,Final
County,Humboldt County,2019,Annual,62100,59800,2300,3.7,N,Final
County,Humboldt County,2020,Annual,59400,54400,5000,8.4,N,Final
County,Imperial County,2009,Annual,76600,54900,21700,28.3,N,Final
County,Imperial County,2008,Annual,72500,56100,16400,22.6,N,Final
County,Imperial County,2007,Annual,66000,54200,11800,17.9,N,Final
County,Imperial County,2006,Annual,63100,53400,9700,15.4,N,Final
County,Imperial County,2018,Annual,71200,57700,13400,18.8,N,Final
County,Imperial County,2017,Annual,72100,57900,14200,19.7,N,Final
County,Imperial County,2016,Annual,75200,57000,18200,24.2,N,Final
County,Imperial County,2015,Annual,76800,57900,18900,24.6,N,Final
County,Imperial County,2014,Annual,78300,59300,19000,24.3,N,Final
County,Imperial County,2013,Annual,78200,58400,19800,25.3,N,Final
County,Imperial County,2012,Annual,79300,57400,22000,27.7,N,Final
County,Imperial County,2011,Annual,79600,56300,23300,29.3,N,Final
County,Imperial County,2010,Annual,79100,55800,23300,29.4,N,Final
County,Imperial County,2005,Annual,60600,50900,9600,15.9,N,Final
County,Imperial County,2004,Annual,59400,49300,10100,17,N,Final
County,Imperial County,2003,Annual,58700,49500,9200,15.7,N,Final
County,Imperial County,2002,Annual,57300,48700,8600,15.1,N,Final
County,Imperial County,2001,Annual,55500,46600,8900,16,N,Final
County,Imperial County,2000,Annual,55900,46300,9700,17.3,N,Final
County,Imperial County,1999,Annual,55400,42200,13100,23.7,N,Final
County,Imperial County,1998,Annual,56000,41400,14600,26,N,Final
County,Imperial County,1997,Annual,56200,41000,15100,26.9,N,Final
County,Imperial County,1996,Annual,57500,40200,17300,30.1,N,Final
County,Imperial County,1995,Annual,58000,41100,16900,29.2,N,Final
County,Imperial County,1994,Annual,57600,42300,15300,26.5,N,Final
County,Imperial County,1993,Annual,55300,39000,16300,29.4,N,Final
County,Imperial County,1992,Annual,54000,37300,16700,30.9,N,Final
County,Imperial County,1991,Annual,49100,36200,12900,26.3,N,Final
County,Imperial County,1990,Annual,47300,35200,12000,25.4,N,Final
County,Imperial County,2020,Annual,69600,53900,15700,22.5,N,Final
County,Imperial County,2019,Annual,73600,58300,15400,20.9,N,Final
County,Inyo County,1990,Annual,7010,6510,500,7.1,N,Final
County,Inyo County,1991,Annual,7190,6480,710,9.8,N,Final
County,Inyo County,1992,Annual,7170,6340,830,11.6,N,Final
County,Inyo County,1993,Annual,7110,6310,790,11.2,N,Final
County,Inyo County,1994,Annual,7180,6420,760,10.6,N,Final
County,Inyo County,1995,Annual,7100,6440,660,9.4,N,Final
County,Inyo County,1996,Annual,7240,6610,630,8.7,N,Final
County,Inyo County,1997,Annual,7290,6690,600,8.2,N,Final
County,Inyo County,1998,Annual,7270,6740,530,7.3,N,Final
County,Inyo County,1999,Annual,7150,6740,410,5.7,N,Final
County,Inyo County,2000,Annual,8850,8440,410,4.6,N,Final
County,Inyo County,2001,Annual,9010,8600,410,4.6,N,Final
County,Inyo County,2002,Annual,9200,8700,500,5.5,N,Final
County,Inyo County,2003,Annual,9100,8570,530,5.8,N,Final
County,Inyo County,2004,Annual,9250,8750,490,5.3,N,Final
County,Inyo County,2005,Annual,9280,8830,450,4.9,N,Final
County,Inyo County,2010,Annual,9760,8780,970,10,N,Final
County,Inyo County,2011,Annual,9660,8710,960,9.9,N,Final
County,Inyo County,2012,Annual,9540,8660,880,9.2,N,Final
County,Inyo County,2013,Annual,9360,8610,740,7.9,N,Final
County,Inyo County,2014,Annual,9190,8560,630,6.9,N,Final
County,Inyo County,2015,Annual,9080,8550,530,5.8,N,Final
